recrd,vesslterms,feature_type,chart,latdec,londec,gp_quality,depth,sounding_type,yearsunk,history,quasou,watlev
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18525",45.7074045,-122.8680425,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18525",45.6539847,-122.8399242,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18525",45.768628,-122.8155236,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,H-11859",45.5189328,-122.6675928,,8.8,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18526",45.6265638,-122.729672,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 18526",45.5806646,-122.7458066,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18526",45.6220777,-122.7155117,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,H-11859",45.5797667,-122.7459083,,3,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,H-11859",45.5802647,-122.7501264,,10,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,H-11859",45.6117251,-122.6973927,,0.6,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,H-11859",45.6178903,-122.6606275,,2.4,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 18526",45.62875,-122.732195,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,H-11859",45.5032567,-122.6673333,,8.8,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 18526",45.6118435,-122.6986677,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18526",45.6164433,-122.7005224,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,H-11859",45.6224769,-122.7210341,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18526",45.6212163,-122.71366,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 18526",45.6249979,-122.7265732,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 18526",45.6436707,-122.8253668,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18526",45.6196927,-122.7944898,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18526",45.6245387,-122.8140035,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18526",45.6184913,-122.7983884,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,reprt,DD-5599",45.569121,-122.7185417,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-32/09",45.5004722,-122.6646667,,6.7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18528",45.4719771,-122.6670247,,14,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18528",45.4375169,-122.6455806,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-32/09",45.4976389,-122.6669722,,7.9,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,DB-22246-OBS",45.2957331,-122.6588493,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18528",45.4963053,-122.6673782,,5.1,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18528",45.4990814,-122.664942,,5.1,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18528",45.4819852,-122.6653426,,1.8,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 18529",45.2780986,-122.9796916,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18531",45.5893929,-122.5656273,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18533",45.6881663,-120.7989451,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 18542",46.1616777,-118.9924506,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,reprt,13thCGD,LNM 45/11",45.68267,-121.2566333,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 18532",45.7295078,-121.5237914,,,,,,,always dry
,,Wrecks - Visible,"US,U1,reprt,WN 35/11",45.7062399,-121.3673,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18558",45.46846,-123.886384,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,reprt,13thCGD,LNM 17/04",44.7665,-124.1681667,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18581",44.6218162,-124.0807927,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,13thCGD,LNM 39/12",44.6113333,-124.0823333,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,13thCGD,LNM 14/12",44.612595,-124.0781594,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18581",44.612156,-124.081475,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 18581",44.6174304,-124.0446196,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18581",44.611373,-123.936419,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 18581",44.571013,-123.978904,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 18581",44.575399,-123.980678,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18583",44.002266,-124.126864,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18584",43.750208,-124.187476,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 18584",43.7245178,-124.1146789,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18584",43.7494259,-124.13396,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18587",43.3708857,-124.3102293,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18587",43.3562152,-124.3486982,,7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18587",43.3414306,-124.3663444,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 18587",43.4543977,-124.277675,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18587",43.3566669,-124.314681,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18587",43.3514261,-124.3467537,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18587",43.344553,-124.2240446,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 18587",43.373477,-124.1755206,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 18588",43.145777,-124.396005,,,,,,,always dry
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18589",42.7374938,-124.5077968,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 18589",42.741072,-124.491073,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18589",42.862356,-124.540146,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18589",42.7389623,-124.4927483,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 18601",42.422559,-124.417925,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18601",42.42065,-124.429606,,,,,,depth unknown,covers and uncovers
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18601",42.417984,-124.433675,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18602",42.0416676,-124.2916756,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18602",42.0306703,-124.2687348,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12312",39.7317313,-75.5604493,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12312",39.8213697,-75.3423045,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12312",39.8278189,-75.3480395,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12312",39.8162391,-75.3809699,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12312",39.8557242,-75.2978341,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12312",39.7345949,-75.5429415,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12312",39.8228888,-75.376359,,5.1,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12312",39.8259464,-75.354274,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12312",39.8296568,-75.3465134,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,H-12151",39.7344653,-75.4948492,,2.7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12312",39.8157307,-75.3807239,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12312",39.7840185,-75.4640606,,5.7,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12313",39.9569859,-75.1025989,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 12313",39.961822,-75.0986251,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 12313",39.8791592,-75.1297966,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 12313",39.9578865,-75.128261,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 12313",39.9664809,-75.0908003,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 12313",39.9539258,-75.1301321,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 12313",39.9573363,-75.1285294,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 12313",39.9719986,-75.0911275,,,,,,,always dry
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12313",39.8503669,-75.228284,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12313",39.9570271,-75.1075218,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 12313",39.9591637,-75.1204704,,,,,Wrecks,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 12313",39.9600005,-75.1012238,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 12313",39.9659011,-75.0925319,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 12313",39.941024,-75.205479,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 12313",39.9675824,-75.0886257,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 12313",39.9579398,-75.1021831,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 12313",39.9592947,-75.1017041,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 12313",39.9669574,-75.0896889,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 12313",39.8620285,-75.2059404,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 12313",39.9596139,-75.1017462,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 12313",39.9222269,-75.1375069,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 12313",39.9612739,-75.1178142,,,,,Wrecks,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 12313",39.9651187,-75.094403,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 12313",39.9579358,-75.117809,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 12313",39.9615709,-75.1128158,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 12313",39.9633334,-75.0967768,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 12313",39.9584974,-75.1276057,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 12313",39.9652409,-75.0938469,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 12313",39.8802029,-75.1275268,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 12313",39.9660765,-75.0908714,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 12313",39.9589524,-75.1100772,,,,,Wrecks,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12313",39.9562056,-75.1288583,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,H-9787",40.0672314,-74.941046,,,,,Wreck not visible in imagery (GC-10601),,always dry
,,Wrecks - Visible,"US,US,graph,Chart 12314",40.0338917,-74.9830253,,,,,Wrecks,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,H-9787",40.0806026,-74.867952,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12314",39.9950947,-75.0331614,,,,,,,covers and uncovers
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12314",40.0888736,-74.8562777,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12314",40.032697,-74.9753672,,,,,,,covers and uncovers
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12314",40.0976614,-74.8410825,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12314",40.173432,-74.7298079,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12314",40.16523,-74.7224244,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12314",39.9884698,-75.058754,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 12314",40.1391686,-74.7641414,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 12314",40.1710018,-74.733119,,-1.2,,,,least depth known,covers and uncovers
,,Wrecks - Visible,"US,US,graph,Chart 12314",40.0246856,-74.999094,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12314",40.1366858,-74.8100179,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12314",40.0450134,-74.9553855,,,,,,,covers and uncovers
,,"Wrecks - Submerged, dangerous","US,US,reprt,FE-00594",40.0136944,-75.02575,,5.1,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,FE-00542",42.1293145,-80.1136109,,0.9,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,FE-00542",42.1431667,-80.1242222,,4.8,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,FE-00542",42.1435247,-80.1145478,,5.4,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,FE-00542",42.1399217,-80.1182301,,5.4,,,,value reported (not confirmed),always under water/submerged
,,Wrecks - Visible,"US,US,graph,GC-10702",42.1456682,-80.0691543,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14835",42.1667791,-80.0714298,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14835",42.1283597,-80.1105976,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,GC-10953",17.6843307,-64.7627382,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,reprt,7thCGD,LNM 52/90",17.7552838,-64.6960087,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 25645",17.7499725,-64.6965307,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 25645",17.7497063,-64.696698,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 25645",17.7515601,-64.6955786,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 25645",17.7544592,-64.7029426,,0.1,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 25645",17.7500094,-64.6984414,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 25645",17.7518529,-64.6954128,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 25644",17.7121693,-64.8901621,,27.4,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 25647",18.2764323,-64.8929368,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 25647",18.2767436,-64.8904108,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 25647",18.3118705,-64.8224003,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,reprt,L-308/05",18.3577222,-64.7681944,,,,,,,covers and uncovers
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 25647",18.2797545,-64.8895919,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 25647",18.3147032,-64.8268062,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 25647",18.3063664,-64.8209829,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 25647",18.324674,-64.7995958,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 25647",18.3547084,-64.8163476,,,,,,depth unknown,always under water/submerged
