recrd,vesslterms,feature_type,chart,latdec,londec,gp_quality,depth,sounding_type,yearsunk,history,quasou,watlev
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12304",39.187082,-75.398783,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,H-11022,BP-182714",39.09566,-75.225293,,4.2,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,BP-181676",39.042461,-75.109334,,4.5,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,H-11022,BP-182714",39.210753,-75.254022,,5.1,,,Wrecks,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12304",39.201382,-75.326625,,,,,,depth unknown,always under water/submerged
,Miss Lee,"Wrecks - Submerged, dangerous","US,US,graph,H-10079",39.05462,-75.342696,,1.8,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12304",39.289275,-75.430776,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12304",39.285176,-75.239963,,,,,,depth unknown,covers and uncovers
,,"Wrecks - Submerged, dangerous","US,US,graph,H-11022,BP-182714",39.081016,-75.218373,,4.5,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12304",39.256201,-75.208307,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 12304",39.201011,-75.027089,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 12304",39.3205554,-75.4511935,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-1077/89(D-81,H-10241)",39.28261,-75.266306,,2.7,,,,value reported (not confirmed),always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12304",39.2367778,-75.0269961,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,H-11022,BP-182714",39.265056,-75.347389,,7.3,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,H-11022,BP-182714",39.233153,-75.244092,,3.6,,,Wrecks,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,H-11022,BP-182714",39.09469,-75.227405,,3.3,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,H-11022,BP-182714",39.141149,-75.260222,,4.2,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11412",27.9438548,-83.0251091,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11412",28.1166873,-82.9999695,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11416",27.9809644,-82.6199184,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11409",28.62692,-82.836569,,2.4,,,,value reported (not confirmed),always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11409",28.495182,-82.77807,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11409",28.50437,-82.786876,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11409",28.473567,-82.819997,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11409",28.736593,-82.837708,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11409",28.80582,-82.835631,,,,,Wrecks,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11409",28.757437,-82.889187,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,reprt,7thCGD,LNM 29/01",28.23833,-83.178885,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11409",28.786472,-83.016562,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11409",28.4833901,-82.7900456,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11409",28.783625,-83.049691,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11409",28.853186,-82.813185,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11409",28.29375,-82.866318,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11409",28.361897,-82.713523,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11409",28.863323,-82.778361,,,,,,,always dry
,12.8 meters/42 feet F/V Sand Dollar,"Wrecks - Submerged, dangerous","US,US,reprt,7thCGD,LNM 08/99",28.445002,-82.881669,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11409",28.465235,-82.880889,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11409",28.308675,-82.81561,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11409",28.562487,-82.838156,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11409",28.457762,-83.00597,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11409",28.744032,-82.905603,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11409",28.621862,-82.786618,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,reprt,7thCGD,LNM 49/12",28.7711667,-82.6835,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11409",28.616922,-82.783029,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11409",28.346575,-82.730154,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11409",28.736769,-82.921544,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11409",28.71535,-83.006494,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11409",28.78,-82.8861111,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11409",28.636719,-83.008679,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11409",28.691935,-82.999881,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11409",28.871995,-82.851556,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11409",28.366776,-82.88304,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11408",28.9389645,-82.8133392,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11408",28.9337995,-82.7967278,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11408",28.9614665,-83.0898832,,2.1,,,,value reported (not confirmed),always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11408",28.9235662,-82.9282215,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11408",29.0002312,-83.3998926,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11408",29.250235,-83.1664933,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11408",28.9795,-83.2098833,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11408",28.9551164,-82.8448393,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11408",29.001171,-82.7554417,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11407",29.6738944,-83.4847678,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11407",29.3702155,-83.6984174,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11407",29.3336618,-83.3667697,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11407",29.4923138,-83.460939,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11407",29.5165522,-83.4167686,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11407",29.4739347,-83.4192903,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11407",29.8216138,-83.7634663,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11424",27.4768326,-82.7635821,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11424",27.0288376,-82.5600792,,12.1,,,,value reported (not confirmed),always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11424",27.0876286,-82.6840864,,10.6,,,,value reported (not confirmed),always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11424",27.1537886,-82.8865859,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11424",27.0723127,-82.6033306,,4.5,,,,value reported (not confirmed),always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11424",27.0182062,-82.8171659,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11424",26.9037786,-82.7002175,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11462",24.9853841,-80.2585328,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11469",25.799305,-79.1191642,,0.9,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,U1,reprt,NGA,NM 19/04",25.91,-79.925,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11460",26.0590514,-79.318243,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11469",26.0329945,-79.9321512,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11469",26.148907,-79.8662199,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11469",25.865351,-79.3334206,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11469",26.0654753,-79.7495966,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11469",25.7534875,-79.8425206,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11469",26.2300016,-79.0840042,,,,,,depth unknown,always under water/submerged
,M/V Boston Express,"Wrecks - Submerged, nondangerous","US,US,reprt,L-349/06",26.0189667,-79.6666667,,,,,,depth unknown,always under water/submerged
,M/V Freedom Express,"Wrecks - Submerged, nondangerous","US,US,reprt,L-349/06",26.155,-79.7383333,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11469",25.9800697,-79.1648707,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11469",25.6507,-79.2954666,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11469",25.9839951,-79.1341736,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11469",25.976664,-79.0876689,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11469",25.9016101,-79.239476,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11469",25.7677482,-79.2402126,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,reprt,L-349/06",24.7916667,-80.56,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11452",24.8335849,-81.0671641,,,,,,,always dry
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11452",24.6668233,-80.8663502,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11452",24.5751021,-81.1048672,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,reprt,7thCGD,LNM 39/98",24.6166667,-80.85,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,reprt,7thCGD,LNM 47/94",24.711658,-80.7083273,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11452",24.6901757,-80.85636,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11451",25.0029242,-80.7380649,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11451",24.9346624,-81.0190617,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,reprt,7thCGD,LNM 24/03",26.1027778,-80.0208333,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11466",26.0648694,-80.0549,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11466",26.6827124,-79.9317928,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11466",26.6407863,-79.9784527,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11466",26.5817534,-79.9658564,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11466",26.5166502,-79.9839427,,,,,,depth unknown,always under water/submerged
,Jesula II,"Wrecks - Submerged, nondangerous","US,US,reprt,7thCGD,LNM 17/91",25.790361,-80.049777,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,7thCGD,LNM 46/99",25.85,-80.05,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11466",25.904958,-79.9374262,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11466",25.625698,-80.049668,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11466",25.7837972,-80.0491528,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,7thCGD,LNM 10/10",26.5799602,-82.3320897,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11426",26.6004404,-82.3997239,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,7thCGD,LNM 35/96",26.6349931,-82.295413,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,reprt,7thCGD,LNM 03/94",26.9077064,-82.0970128,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11426",26.7562496,-82.1862058,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,7thCGD,LNM 22/98",26.5476667,-82.2893333,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11426",26.9537307,-82.119433,,,,,,,always dry
,,Wrecks - Visible,"US,US,reprt,7thCGD,LNM 09/99",26.8814655,-82.1175398,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,reprt,7thCGD,LNM 10/10",26.4116667,-82.33,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,7thCGD,LNM 38/93",26.2556667,-81.9364059,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,reprt,7thCGD,LNM 08/97",26.2883333,-82.0795,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11426",26.8886373,-82.1314847,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11428",26.7457653,-81.5077087,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11428",26.715071,-81.614617,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11428",26.7935123,-81.1376879,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11428",26.7211255,-81.7275256,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11428",26.7191815,-81.7566985,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11428",26.9587096,-80.6582311,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11428",27.1339741,-80.2649511,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11428",26.7226209,-81.7562377,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11428",26.7134869,-81.596082,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11428",26.7190814,-81.7584748,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11428",26.9170869,-80.716505,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11428",26.7661481,-80.9150227,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11428",26.9027486,-80.6484246,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11428",26.7249704,-81.7008498,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11429",26.0835242,-81.8661724,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11429",25.6674021,-81.4998874,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,reprt,7thCGD,LNM 30/98",25.9,-81.87,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11429",25.8879723,-81.9442928,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11429",25.8084695,-81.8517451,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11429",26.0284954,-81.8342256,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11429",25.675521,-81.463181,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11429",26.0839146,-81.8329163,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,reprt,7thCGD,LNM 11/01",25.7466667,-81.9183333,,,,,,,covers and uncovers
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11429",25.7528465,-81.5938782,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,7thCGD,LNM 19/97",26.0897222,-81.8444444,,1.5,,,,value reported (not confirmed),always under water/submerged
,,Wrecks - Visible,"US,US,reprt,7thCGD,LNM 29/04",25.95,-81.85,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11429",26.0835315,-81.9329516,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11429",26.1671722,-81.8994692,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11431",25.6666995,-81.5082821,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11431",25.6667607,-81.4999237,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11431",25.3619777,-81.3482142,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11431",25.1719691,-81.4998006,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11488",30.5498218,-81.1230465,,17,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,H-11821",30.2137749,-81.083942,,21,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,DD-25852",30.0606,-85.823735,,14.3,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11389",29.905204,-85.866798,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11389",29.837095,-85.692908,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11389",29.643392,-85.769456,,,,,,depth unknown,always under water/submerged
,F\V Sea Goose,"Wrecks - Submerged, nondangerous","US,US,reprt,8thCGD.LNM 26/15",29.73385,-85.7624333,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,8th CGD,LNM 49/02",29.733333,-85.683333,,,,,"40 FT F/V ""Two C's""",depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11389",29.9835456,-85.6665743,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11389",29.750722,-85.426778,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,8th CGD,LNM 24/02",29.675001,-85.69167,,,,,70 FT F/V,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,GC 10825",30.5765296,-87.0097847,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,GC 10825",30.5755735,-87.0084986,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11385",30.559093,-87.006963,,1.8,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11401",29.316975,-84.916009,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11401",29.587224,-84.945257,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11401",29.600273,-84.733331,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11401",29.561591,-84.958787,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11401",29.351835,-85.204993,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11401",29.391979,-84.971662,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11401",29.316813,-85.246589,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11401",29.540007,-84.959801,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11401",29.403746,-85.016721,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11401",29.312807,-85.353927,,15.2,"Wire-drag clearance, feet/fathoms",,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 41/04",29.543056,-85.105556,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11401",29.566005,-85.010992,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,LNM 02/02",29.541665,-85.098334,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11401",29.50026,-85.083261,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11401",29.500054,-84.683155,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11405",29.8667835,-83.9951043,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11405",29.904989,-84.4285796,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11405",29.818665,-84.3717716,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11405",29.7264898,-84.1967836,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11405",29.8618715,-84.3968976,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11405",29.7790277,-84.5027807,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11405",29.7251309,-84.2751695,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11405",30.0175634,-84.2309642,,,,,Uncovers,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11405",29.6735858,-84.3333648,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11405",29.8501174,-84.2001249,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11405",29.7728165,-84.4796314,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11405",29.9666928,-84.3333918,,,,,,,covers and uncovers
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11405",29.8417695,-84.1550813,,5.1,,,,value reported (not confirmed),always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 26/07",29.7683333,-83.97,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 46/04",29.763816,-84.1867786,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11405",29.8082307,-84.4467615,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11405",29.6334534,-84.4668776,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11405",29.8501768,-84.0836146,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11405",29.6201543,-84.5401083,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11405",29.991672,-84.3217497,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11382",30.294821,-86.8172308,,24,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11382",30.1565507,-87.1532447,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11382",30.1886605,-87.2173146,,16.1,,,,value reported (not confirmed),always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11382",30.265176,-86.8155505,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11382",30.2021003,-87.6044091,,12.1,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11382",30.1010367,-87.3916681,,16.1,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11382",30.1332897,-87.2000364,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11382",30.183386,-87.233653,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11382",30.1194065,-87.1867759,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,reprt,8thCGD,LNM 17/03",30.2578052,-87.4669823,,,,,,depth unknown,covers and uncovers
,,"Wrecks - Submerged, dangerous","US,US,reprt,DD-21605",30.2190807,-87.3229296,,18.5,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,H-11627 (NWID: 18073)",30.2542565,-87.5613017,,7.9,,,,least depth known,always under water/submerged
